,name,quote.USD.price,timestamp
0,Bitcoin,43017.621388895335,2024-02-02 08:33:53.244895+00:00
Bitcoin,43017.621388895335,2024-02-02 08:33:53.244895+00:00
Bitcoin,43036.75291450771,2024-02-02 08:34:54.727308+00:00
Bitcoin,43017.621388895335,2024-02-02 08:33:53.244895+00:00
Bitcoin,43036.75291450771,2024-02-02 08:34:54.727308+00:00
Bitcoin,43029.148733130045,2024-02-02 08:35:56.208354+00:00
Bitcoin,43017.621388895335,2024-02-02 08:33:53.244895+00:00
Bitcoin,43036.75291450771,2024-02-02 08:34:54.727308+00:00
Bitcoin,43029.148733130045,2024-02-02 08:35:56.208354+00:00
Bitcoin,43007.21987994595,2024-02-02 08:36:57.724348+00:00
Bitcoin,43017.621388895335,2024-02-02 08:33:53.244895+00:00
Bitcoin,43036.75291450771,2024-02-02 08:34:54.727308+00:00
Bitcoin,43029.148733130045,2024-02-02 08:35:56.208354+00:00
Bitcoin,43007.21987994595,2024-02-02 08:36:57.724348+00:00
Bitcoin,43019.97507968253,2024-02-02 08:37:59.442878+00:00
Bitcoin,43017.621388895335,2024-02-02 08:33:53.244895+00:00
Bitcoin,43036.75291450771,2024-02-02 08:34:54.727308+00:00
Bitcoin,43029.148733130045,2024-02-02 08:35:56.208354+00:00
Bitcoin,43007.21987994595,2024-02-02 08:36:57.724348+00:00
Bitcoin,43019.97507968253,2024-02-02 08:37:59.442878+00:00
Bitcoin,43009.60962185801,2024-02-02 08:39:01.166232+00:00
Bitcoin,43017.621388895335,2024-02-02 08:33:53.244895+00:00
Bitcoin,43036.75291450771,2024-02-02 08:34:54.727308+00:00
Bitcoin,43029.148733130045,2024-02-02 08:35:56.208354+00:00
Bitcoin,43007.21987994595,2024-02-02 08:36:57.724348+00:00
Bitcoin,43019.97507968253,2024-02-02 08:37:59.442878+00:00
Bitcoin,43009.60962185801,2024-02-02 08:39:01.166232+00:00
Bitcoin,43011.30407935575,2024-02-02 08:40:02.628995+00:00
Bitcoin,43017.621388895335,2024-02-02 08:33:53.244895+00:00
Bitcoin,43036.75291450771,2024-02-02 08:34:54.727308+00:00
Bitcoin,43029.148733130045,2024-02-02 08:35:56.208354+00:00
Bitcoin,43007.21987994595,2024-02-02 08:36:57.724348+00:00
Bitcoin,43019.97507968253,2024-02-02 08:37:59.442878+00:00
Bitcoin,43009.60962185801,2024-02-02 08:39:01.166232+00:00
Bitcoin,43011.30407935575,2024-02-02 08:40:02.628995+00:00
Bitcoin,43007.611721152,2024-02-02 08:41:04.238514+00:00
Bitcoin,43017.621388895335,2024-02-02 08:33:53.244895+00:00
Bitcoin,43036.75291450771,2024-02-02 08:34:54.727308+00:00
Bitcoin,43029.148733130045,2024-02-02 08:35:56.208354+00:00
Bitcoin,43007.21987994595,2024-02-02 08:36:57.724348+00:00
Bitcoin,43019.97507968253,2024-02-02 08:37:59.442878+00:00
Bitcoin,43009.60962185801,2024-02-02 08:39:01.166232+00:00
Bitcoin,43011.30407935575,2024-02-02 08:40:02.628995+00:00
Bitcoin,43007.611721152,2024-02-02 08:41:04.238514+00:00
Bitcoin,43012.76480422681,2024-02-02 08:42:05.686601+00:00
Bitcoin,43017.621388895335,2024-02-02 08:33:53.244895+00:00
Bitcoin,43036.75291450771,2024-02-02 08:34:54.727308+00:00
Bitcoin,43029.148733130045,2024-02-02 08:35:56.208354+00:00
Bitcoin,43007.21987994595,2024-02-02 08:36:57.724348+00:00
Bitcoin,43019.97507968253,2024-02-02 08:37:59.442878+00:00
Bitcoin,43009.60962185801,2024-02-02 08:39:01.166232+00:00
Bitcoin,43011.30407935575,2024-02-02 08:40:02.628995+00:00
Bitcoin,43007.611721152,2024-02-02 08:41:04.238514+00:00
Bitcoin,43012.76480422681,2024-02-02 08:42:05.686601+00:00
Bitcoin,43006.9993809103,2024-02-02 08:43:07.069917+00:00
